definition.id,asset.display_ipv4_address,asset.id,asset.name,asset.operating_system,asset.tags,definition.cve,definition.cvss2.base_score,definition.cvss2.base_vector,definition.cvss2.temporal_score,definition.cvss2.temporal_vector,definition.cvss3.base_score,definition.cvss3.base_vector,definition.cvss3.temporal_score,definition.cvss3.temporal_vector,definition.description,definition.exploitability_ease,definition.exploited_by_malware,definition.exploited_by_nessus,definition.family,definition.in_the_news,definition.name,definition.patch_published,definition.plugin_version,definition.see_also,definition.solution,definition.unsupported_by_vendor,definition.vpr.drivers_cvss3_impact_score,definition.vpr.drivers_exploit_code_maturity,definition.vpr.drivers_threat_intensity,definition.vpr.drivers_threat_recency_high,definition.vpr.drivers_threat_recency_low,definition.vpr.drivers_threat_sources,definition.vpr.score,definition.vulnerability_published,first_observed,id,last_seen,output,risk_modified,severity,state,new_definition_id
186084,20.323.22.236,388cdcc4-709d-49ac-8733-5745fb98393d,vvsdcvl088ddd057,Linux Kernel 5.15.0-88-generic on Ubuntu 22.04,"[{""category"":""ACR"",""value"":""Medium""},{""category"":""CUS"",""value"":""SAR""},{""category"":""OS"",""value"":""LNX""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""},{""category"":""Type"",""value"":""DMZ""}]",CVE-2023-5981,5.4,AV:N/AC:H/Au:N/C:C/I:N/A:N,4.0,E:U/RL:OF/RC:C,5.9,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,5.2,E:U/RL:O/RC:C,"The remote Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 host has packages installed that are affected by a vulnerability as referenced in the USN-6499-1 advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Ubuntu Local Security Checks,False,Ubuntu 20.04 LTS / 22.04 LTS / 23.04 / 23.10 : GnuTLS vulnerability (USN-6499-1),2023-11-21 00:00:00+00:00,1.2,https://ubuntu.com/security/notices/USN-6499-1,Update the affected packages.,False,3.6,UNPROVEN,VERY_LOW,,,No recorded events,4.4,2023-11-21 00:00:00+00:00,2024-01-07T03:50:16.881Z,0fc87acb-f829-43ea-9762-a12b3d0143e9,2024-01-07T03:50:16.881Z,"'
  - Installed package : libgnutls30_3.7.3-4ubuntu1.2
    Fixed package     : libgnutls30_3.7.3-4ubuntu1.3

",NONE,Medium,NEW,186084
186209,20.323.22.236,388cdcc4-709d-49ac-8733-5745fb98393d,vvsdcvl088ddd057,Linux Kernel 5.15.0-88-generic on Ubuntu 22.04,"[{""category"":""ACR"",""value"":""Medium""},{""category"":""CUS"",""value"":""SAR""},{""category"":""OS"",""value"":""LNX""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""},{""category"":""Type"",""value"":""DMZ""}]","CVE-2020-23804, CVE-2022-37050, CVE-2022-37051, CVE-2022-37052, CVE-2022-38349",7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,6.1,E:POC/RL:OF/RC:C,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.7,E:P/RL:O/RC:C,"The remote Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-6508-1 advisory.

  - Uncontrolled Recursion in pdfinfo, and pdftops in poppler 0.89.0 allows remote attackers to cause a denial     of service via crafted input. (CVE-2020-23804)

  - In Poppler 22.07.0, PDFDoc::savePageAs in PDFDoc.c callows attackers to cause a denial-of-service     (application crashes with SIGABRT) by crafting a PDF file in which the xref data structure is mishandled     in getCatalog processing. Note that this vulnerability is caused by the incomplete patch of     CVE-2018-20662. (CVE-2022-37050)

  - An issue was discovered in Poppler 22.07.0. There is a reachable abort which leads to denial of service     because the main function in pdfunite.cc lacks a stream check before saving an embedded file.
    (CVE-2022-37051)

  - A reachable Object::getString assertion in Poppler 22.07.0 allows attackers to cause a denial of service     due to a failure in markObject. (CVE-2022-37052)

  - An issue was discovered in Poppler 22.08.0. There is a reachable assertion in Object.h, will lead to     denial of service because PDFDoc::replacePageDict in PDFDoc.cc lacks a stream check before saving an     embedded file. (CVE-2022-38349)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Ubuntu Local Security Checks,False,Ubuntu 16.04 ESM / 18.04 ESM / 20.04 LTS / 22.04 LTS : poppler vulnerabilities (USN-6508-1),2023-11-23 00:00:00+00:00,1.0,https://ubuntu.com/security/notices/USN-6508-1,Update the affected packages.,False,3.6,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,4.4,2022-11-17 00:00:00+00:00,2024-01-07T03:50:16.881Z,1335186f-bcc4-4b91-a1c7-dfa1c692be23,2024-01-07T03:50:16.881Z,"'
  - Installed package : libpoppler-cpp0v5_22.02.0-2ubuntu0.2
    Fixed package     : libpoppler-cpp0v5_22.02.0-2ubuntu0.3

  - Installed package : libpoppler-glib8_22.02.0-2ubuntu0.2
    Fixed package     : libpoppler-glib8_22.02.0-2ubuntu0.3

  - Installed package : libpoppler118_22.02.0-2ubuntu0.2
    Fixed package     : libpoppler118_22.02.0-2ubuntu0.3

  - Installed package : poppler-utils_22.02.0-2ubuntu0.2
    Fixed package     : poppler-utils_22.02.0-2ubuntu0.3

",NONE,High,NEW,186209
186078,20.323.22.236,388cdcc4-709d-49ac-8733-5745fb98393d,vvsdcvl088ddd057,Linux Kernel 5.15.0-88-generic on Ubuntu 22.04,"[{""category"":""ACR"",""value"":""Medium""},{""category"":""CUS"",""value"":""SAR""},{""category"":""OS"",""value"":""LNX""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""},{""category"":""Type"",""value"":""DMZ""}]","CVE-2023-25775, CVE-2023-31085, CVE-2023-45871",10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,7.4,E:U/RL:OF/RC:C,9.8,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.5,E:U/RL:O/RC:C,"The remote Ubuntu 20.04 LTS / 22.04 LTS host has a package installed that is affected by multiple vulnerabilities as referenced in the USN-6496-1 advisory.

  - Improper access control in the Intel(R) Ethernet Controller RDMA driver for linux before version 1.9.30     may allow an unauthenticated user to potentially enable escalation of privilege via network access.
    (CVE-2023-25775)

  - An issue was discovered in drivers/mtd/ubi/cdev.c in the Linux kernel 6.2. There is a divide-by-zero error     in do_div(sz,mtd->erasesize), used indirectly by ctrl_cdev_ioctl, when mtd->erasesize is 0.
    (CVE-2023-31085)

  - An issue was discovered in drivers/net/ethernet/intel/igb/igb_main.c in the IGB driver in the Linux kernel     before 6.5.3. A buffer size may not be adequate for frames larger than the MTU. (CVE-2023-45871)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Ubuntu Local Security Checks,False,Ubuntu 20.04 LTS / 22.04 LTS : Linux kernel vulnerabilities (USN-6496-1),2023-11-21 00:00:00+00:00,1.2,https://ubuntu.com/security/notices/USN-6496-1,Update the affected kernel package.,False,5.9,UNPROVEN,VERY_LOW,,,No recorded events,7.4,2023-04-24 00:00:00+00:00,2024-01-07T03:50:16.881Z,23df6cfc-8455-441f-b676-c26cfbe18814,2024-01-07T03:50:16.881Z,"Running Kernel level of 5.15.0-88 does not meet the minimum fixed level of 5.15.0-89 for this advisory.

",NONE,Critical,NEW,186078
154836,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvlt088fav0088,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]","CVE-2021-33928, CVE-2021-33929, CVE-2021-33930, CVE-2021-33938",5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,3.9,E:POC/RL:OF/RC:C,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.7,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the RHSA-2021:4060 advisory.

  - libsolv: heap-based buffer overflow in pool_installable() in src/repo.h (CVE-2021-33928)

  - libsolv: heap-based buffer overflow in pool_disabled_solvable() in src/repo.h (CVE-2021-33929)

  - libsolv: heap-based buffer overflow in pool_installable_whatprovides() in src/repo.h (CVE-2021-33930)

  - libsolv: heap-based buffer overflow in prune_to_recommended() in src/policy.c (CVE-2021-33938)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : libsolv (RHSA-2021:4060),2021-11-02 00:00:00+00:00,1.7,"https://access.redhat.com/security/cve/CVE-2021-33928, https://access.redhat.com/security/cve/CVE-2021-33929, https://access.redhat.com/security/cve/CVE-2021-33930, https://access.redhat.com/security/cve/CVE-2021-33938, https://access.redhat.com/errata/RHSA-2021:4060, https://bugzilla.redhat.com/2000699, https://bugzilla.redhat.com/2000703, https://bugzilla.redhat.com/2000705, https://bugzilla.redhat.com/2000707",Update the affected packages.,False,3.6,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,4.4,2021-09-02 00:00:00+00:00,2023-11-14T03:50:26.424Z,0076be98-9cda-4a66-9f8c-5f080bd269c6,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,154836
165645,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088fav0088,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]","CVE-2022-38177, CVE-2022-38178",7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,5.8,E:U/RL:OF/RC:C,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the RHSA-2022:6778 advisory.

  - bind: memory leak in ECDSA DNSSEC verification code (CVE-2022-38177)

  - bind: memory leaks in EdDSA DNSSEC verification code (CVE-2022-38178)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : bind (RHSA-2022:6778),2022-10-04 00:00:00+00:00,1.6,"https://access.redhat.com/security/cve/CVE-2022-38177, https://access.redhat.com/security/cve/CVE-2022-38178, https://access.redhat.com/errata/RHSA-2022:6778, https://bugzilla.redhat.com/2128601, https://bugzilla.redhat.com/2128602",Update the affected packages.,False,3.6,UNPROVEN,VERY_LOW,,,No recorded events,3.6,2022-09-21 00:00:00+00:00,2023-11-14T03:50:26.424Z,00c27157-c530-49cf-938f-acda88c439f9,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,165645
161042,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088fav0885,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]","CVE-2021-4008, CVE-2021-4009, CVE-2021-4010, CVE-2021-4011",7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,5.3,E:U/RL:OF/RC:C,7.8,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.8,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the RHSA-2022:1917 advisory.

  - xorg-x11-server: SProcRenderCompositeGlyphs out-of-bounds access (CVE-2021-4008)

  - xorg-x11-server: SProcXFixesCreatePointerBarrier out-of-bounds access (CVE-2021-4009)

  - xorg-x11-server: SProcScreenSaverSuspend out-of-bounds access (CVE-2021-4010)

  - xorg-x11-server: SwapCreateRegister out-of-bounds access (CVE-2021-4011)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : xorg-x11-server and xorg-x11-server-Xwayland (RHSA-2022:1917),2022-05-10 00:00:00+00:00,1.7,"https://access.redhat.com/security/cve/CVE-2021-4008, https://access.redhat.com/security/cve/CVE-2021-4009, https://access.redhat.com/security/cve/CVE-2021-4010, https://access.redhat.com/security/cve/CVE-2021-4011, https://access.redhat.com/errata/RHSA-2022:1917, https://bugzilla.redhat.com/2026059, https://bugzilla.redhat.com/2026072, https://bugzilla.redhat.com/2026073, https://bugzilla.redhat.com/2026074",Update the affected packages.,False,5.9,UNPROVEN,VERY_LOW,,,No recorded events,6.7,2021-12-17 00:00:00+00:00,2023-11-14T03:50:26.424Z,01e3bc3e-b727-493a-bf66-afd616403b44,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,161042
167126,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088fav0886,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2022-1122,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,3.2,E:U/RL:OF/RC:C,5.5,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,4.8,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2022:7645 advisory.

  - openjpeg: segmentation fault in opj2_decompress due to uninitialized pointer (CVE-2022-1122)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : openjpeg2 (RHSA-2022:7645),2022-11-08 00:00:00+00:00,1.4,"https://access.redhat.com/security/cve/CVE-2022-1122, https://access.redhat.com/errata/RHSA-2022:7645, https://bugzilla.redhat.com/2067052",Update the affected packages.,False,3.6,UNPROVEN,VERY_LOW,,,No recorded events,3.6,2022-03-29 00:00:00+00:00,2023-11-14T03:50:26.424Z,02510b4b-cafc-4180-a7e3-ccab52a1b2eb,2023-11-22T18:12:41.223Z,,NONE,Medium,FIXED,167126
164498,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088fav0886,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2022-2526,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,7.4,E:U/RL:OF/RC:C,9.8,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.5,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2022:6206 advisory.

  - systemd-resolved: use-after-free when dealing with DnsStream in resolved-dns-stream.c (CVE-2022-2526)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : systemd (RHSA-2022:6206),2022-08-29 00:00:00+00:00,1.9,"https://access.redhat.com/security/cve/CVE-2022-2526, https://access.redhat.com/errata/RHSA-2022:6206, https://bugzilla.redhat.com/2109926",Update the affected packages.,False,5.9,UNPROVEN,VERY_LOW,,,No recorded events,6.7,2022-08-25 00:00:00+00:00,2023-11-14T03:50:26.424Z,025ee615-114c-4d5a-b372-93caaaf7003f,2023-11-22T18:12:41.223Z,,NONE,Critical,FIXED,164498
185658,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088oxs037,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2022-48468,4.6,AV:L/AC:L/Au:S/C:N/I:N/A:C,3.4,E:U/RL:OF/RC:C,5.5,AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,4.8,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2023:6944 advisory.

  - protobuf-c before 1.4.1 has an unsigned integer overflow in parse_required_member. (CVE-2022-48468)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : protobuf-c (RHSA-2023:6944),2023-11-14 00:00:00+00:00,1.0,"https://access.redhat.com/security/cve/CVE-2022-48468, https://access.redhat.com/errata/RHSA-2023:6944","Update the affected protobuf-c, protobuf-c-compiler and / or protobuf-c-devel packages.",False,3.6,UNPROVEN,VERY_LOW,,,No recorded events,3.6,2023-04-13 00:00:00+00:00,2023-11-22T18:12:41.223Z,02da6542-6b54-4a06-b31d-632a66793007,2023-11-22T18:12:41.223Z,,NONE,Medium,FIXED,185658
167132,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088oxs0884,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]","CVE-2021-46143, CVE-2022-22822, CVE-2022-22823, CVE-2022-22824, CVE-2022-22825, CVE-2022-22826, CVE-2022-22827",7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.9,E:POC/RL:OF/RC:C,9.8,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.8,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by multiple vulnerabilities as referenced in the RHSA-2022:7692 advisory.

  - In doProlog in xmlparse.c in Expat (aka libexpat) before 2.4.3, an integer overflow exists for     m_groupSize. (CVE-2021-46143)

  - addBinding in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow. (CVE-2022-22822)

  - build_model in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow. (CVE-2022-22823)

  - defineAttribute in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.
    (CVE-2022-22824)

  - lookup in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow. (CVE-2022-22825)

  - nextScaffoldPart in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow.
    (CVE-2022-22826)

  - storeAtts in xmlparse.c in Expat (aka libexpat) before 2.4.3 has an integer overflow. (CVE-2022-22827)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : xmlrpc-c (RHSA-2022:7692),2022-11-08 00:00:00+00:00,1.5,"https://access.redhat.com/security/cve/CVE-2022-22827, https://access.redhat.com/errata/RHSA-2022:7692, https://access.redhat.com/security/cve/CVE-2021-46143, https://access.redhat.com/security/cve/CVE-2022-22822, https://access.redhat.com/security/cve/CVE-2022-22823, https://access.redhat.com/security/cve/CVE-2022-22824, https://access.redhat.com/security/cve/CVE-2022-22825, https://access.redhat.com/security/cve/CVE-2022-22826",Update the affected packages.,False,5.9,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,6.7,2022-01-06 00:00:00+00:00,2023-11-14T03:50:26.424Z,03a508a4-094e-49b5-bcac-d0d9c773847b,2023-11-22T18:12:41.223Z,,NONE,Critical,FIXED,167132
155088,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088oxs0885,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2021-3445,5.1,AV:N/AC:H/Au:N/C:P/I:P/A:P,3.8,E:U/RL:OF/RC:C,7.5,AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,6.5,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2021:4464 advisory.

  - libdnf: Signature verification bypass via signature placed in the main RPM header (CVE-2021-3445)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : dnf (RHSA-2021:4464),2021-11-09 00:00:00+00:00,1.7,"https://access.redhat.com/security/cve/CVE-2021-3445, https://access.redhat.com/errata/RHSA-2021:4464, https://bugzilla.redhat.com/1932079",Update the affected packages.,False,5.9,UNPROVEN,VERY_LOW,,,No recorded events,5.9,2021-05-19 00:00:00+00:00,2023-11-14T03:50:26.424Z,03ae2a59-a5ee-4279-b16e-19f339a88feb,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,155088
154831,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088oxs0885,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2021-41133,4.6,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.4,E:U/RL:OF/RC:C,7.8,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.8,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2021:4042 advisory.

  - flatpak: Sandbox bypass via recent VFS-manipulating syscalls (CVE-2021-41133)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : flatpak (RHSA-2021:4042),2021-11-01 00:00:00+00:00,1.6,"https://access.redhat.com/security/cve/CVE-2021-41133, https://access.redhat.com/errata/RHSA-2021:4042, https://bugzilla.redhat.com/2012245",Update the affected packages.,False,5.9,UNPROVEN,VERY_LOW,,,No recorded events,6.7,2021-10-08 00:00:00+00:00,2023-11-14T03:50:26.424Z,047d8792-8f8a-4821-aa34-b9f8605f720b,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,154831
177299,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088oxs08888,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2023-32067,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,5.8,E:U/RL:OF/RC:C,7.5,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,6.5,E:U/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2023:3584 advisory.

  - c-ares is an asynchronous resolver library. c-ares is vulnerable to denial of service. If a target     resolver sends a query, the attacker forges a malformed UDP packet with a length of 0 and returns them to     the target resolver. The target resolver erroneously interprets the 0 length as a graceful shutdown of the     connection. This issue has been patched in version 1.19.1. (CVE-2023-32067)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",NOT_AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : c-ares (RHSA-2023:3584),2023-06-14 00:00:00+00:00,1.0,"https://access.redhat.com/security/cve/CVE-2023-32067, https://access.redhat.com/errata/RHSA-2023:3584",Update the affected c-ares and / or c-ares-devel packages.,False,3.6,UNPROVEN,VERY_LOW,,,No recorded events,3.6,2023-05-24 00:00:00+00:00,2023-11-14T03:50:26.424Z,049bd694-17a1-4d29-bc5b-c792e5a0ed74,2023-11-14T03:50:26.424Z,,NONE,High,FIXED,177299
155122,20.323.22.204,56e929a2-a69e-4c48-b47c-3aca852946bf,avcvpc088oxt003,Linux Kernel 4.18.0-513.9.1.el8_9.x86_64 on Red Hat Enterprise Linux release 8.9 (Ootpa),"[{""category"":""ACR"",""value"":""High""},{""category"":""CUS"",""value"":""SAR""},{""category"":""AES"",""value"":""High""},{""category"":""OS"",""value"":""LNX""},{""category"":""Type"",""value"":""DMZ""},{""category"":""DMZ"",""value"":""DMZ-10.323.11.x""}]",CVE-2020-12762,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,5.3,E:POC/RL:OF/RC:C,7.8,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.0,E:P/RL:O/RC:C,"The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2021:4382 advisory.

  - json-c through 0.14 has an integer overflow and out-of-bounds write via a large JSON file, as demonstrated     by printbuf_memappend. (CVE-2020-12762)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.",AVAILABLE,False,False,Red Hat Local Security Checks,False,RHEL 8 : json-c (RHSA-2021:4382),2021-11-09 00:00:00+00:00,1.7,"https://access.redhat.com/security/cve/CVE-2020-12762, https://access.redhat.com/errata/RHSA-2021:4382","Update the affected json-c, json-c-devel and / or json-c-doc packages.",False,5.9,PROOF_OF_CONCEPT,VERY_LOW,,,No recorded events,6.7,2020-05-09 00:00:00+00:00,2023-11-14T03:50:26.424Z,04c66473-8425-4630-8da3-0bc52b2d861e,2023-11-22T18:12:41.223Z,,NONE,High,FIXED,155122
